# Minecraft Java Edition — Source of Truth Block IDs
# Generated: 2026-03-31
# Total entries: 1135
# Sources: Minecraft Wiki Block IDs table + minecraftitemids.com (cross-referenced)
#
# Format: block_id | Block Name | Item Form Status
# Item Form Status:
#   Identical     = Block and item share the same ID
#   Different:X   = Block has item form with a different ID (X)
#   Alternate:X   = Alternate placement of block X (wall variant, etc.)
#   Indirect:X    = No direct item form, but Pick Block gives X
#   No item form  = Block has no item form at all

Block ID                                        | Block Name                                | Item Form
jigsaw_block                                    | Jigsaw Block                              | Identical
jukebox                                         | Jukebox                                   | Identical
jungle_button                                   | Jungle Button                             | Identical
jungle_door                                     | Jungle Door                               | Identical
jungle_fence                                    | Jungle Fence                              | Identical
jungle_fence_gate                               | Jungle Fence Gate                         | Identical
jungle_hanging_sign                             | Jungle Hanging Sign                       | Identical
jungle_leaves                                   | Jungle Leaves                             | Identical
jungle_log                                      | Jungle Log                                | Identical
jungle_planks                                   | Jungle Planks                             | Identical
jungle_pressure_plate                           | Jungle Pressure Plate                     | Identical
jungle_sapling                                  | Jungle Sapling                            | Identical
jungle_sign                                     | Jungle Sign                               | Identical
jungle_slab                                     | Jungle Slab                               | Identical
jungle_stairs                                   | Jungle Stairs                             | Identical
jungle_trapdoor                                 | Jungle Trapdoor                           | Identical
jungle_wall_hanging_sign                        | Jungle Wall Hanging Sign                  | Alternate: jungle_hanging_sign
jungle_wall_sign                                | Jungle Wall Sign                          | Alternate: jungle_sign
jungle_wood                                     | Jungle Wood                               | Identical
kelp                                            | Kelp                                      | Identical
kelp_plant                                      | Kelp Plant                                | Indirect: kelp
ladder                                          | Ladder                                    | Identical
lantern                                         | Lantern                                   | Identical
lapis_block                                     | Block of Lapis Lazuli                     | Identical
lapis_lazuli_block                              | Lapis Lazuli Block                        | Identical
lapis_lazuli_ore                                | Lapis Lazuli Ore                          | Identical
lapis_ore                                       | Lapis Lazuli Ore                          | Identical
large_amethyst_bud                              | Large Amethyst Bud                        | Identical
large_fern                                      | Large Fern                                | Identical
lava                                            | Lava                                      | No item form
lava_cauldron                                   | Lava Cauldron                             | Alternate: cauldron
leather_cap                                     | Leather Cap                               | Identical
leather_pants                                   | Leather Pants                             | Identical
leather_tunic                                   | Leather Tunic                             | Identical
lectern                                         | Lectern                                   | Identical
lever                                           | Lever                                     | Identical
light                                           | Light                                     | Identical
light_blue_banner                               | Light Blue Banner                         | Identical
light_blue_bed                                  | Light Blue Bed                            | Identical
light_blue_candle                               | Light Blue Candle                         | Identical
light_blue_candle_cake                          | Cake with Light Blue Candle               | Indirect: cake
light_blue_carpet                               | Light Blue Carpet                         | Identical
light_blue_concrete                             | Light Blue Concrete                       | Identical
light_blue_concrete_powder                      | Light Blue Concrete Powder                | Identical
light_blue_glazed_terracotta                    | Light Blue Glazed Terracotta              | Identical
light_blue_shulker_box                          | Light Blue Shulker Box                    | Identical
light_blue_stained_glass                        | Light Blue Stained Glass                  | Identical
light_blue_stained_glass_pane                   | Light Blue Stained Glass Pane             | Identical
light_blue_terracotta                           | Light Blue Terracotta                     | Identical
light_blue_wall_banner                          | Light Blue Wall Banner                    | Alternate: light_blue_banner
light_blue_wool                                 | Light Blue Wool                           | Identical
light_gray_banner                               | Light Gray Banner                         | Identical
light_gray_bed                                  | Light Gray Bed                            | Identical
light_gray_candle                               | Light Gray Candle                         | Identical
light_gray_candle_cake                          | Cake with Light Gray Candle               | Indirect: cake
light_gray_carpet                               | Light Gray Carpet                         | Identical
light_gray_concrete                             | Light Gray Concrete                       | Identical
light_gray_concrete_powder                      | Light Gray Concrete Powder                | Identical
light_gray_glazed_terracotta                    | Light Gray Glazed Terracotta              | Identical
light_gray_shulker_box                          | Light Gray Shulker Box                    | Identical
light_gray_stained_glass                        | Light Gray Stained Glass                  | Identical
light_gray_stained_glass_pane                   | Light Gray Stained Glass Pane             | Identical
light_gray_terracotta                           | Light Gray Terracotta                     | Identical
light_gray_wall_banner                          | Light Gray Wall Banner                    | Alternate: light_gray_banner
light_gray_wool                                 | Light Gray Wool                           | Identical
light_weighted_pressure_plate                   | Light Weighted Pressure Plate             | Identical
lightning_rod                                   | Lightning Rod                             | Identical
lilac                                           | Lilac                                     | Identical
lily_of_the_valley                              | Lily of the Valley                        | Identical
lily_pad                                        | Lily Pad                                  | Identical
lime_banner                                     | Lime Banner                               | Identical
lime_bed                                        | Lime Bed                                  | Identical
lime_candle                                     | Lime Candle                               | Identical
lime_candle_cake                                | Cake with Lime Candle                     | Indirect: cake
lime_carpet                                     | Lime Carpet                               | Identical
lime_concrete                                   | Lime Concrete                             | Identical
lime_concrete_powder                            | Lime Concrete Powder                      | Identical
lime_glazed_terracotta                          | Lime Glazed Terracotta                    | Identical
lime_shulker_box                                | Lime Shulker Box                          | Identical
lime_stained_glass                              | Lime Stained Glass                        | Identical
lime_stained_glass_pane                         | Lime Stained Glass Pane                   | Identical
lime_terracotta                                 | Lime Terracotta                           | Identical
lime_wall_banner                                | Lime Wall Banner                          | Alternate: lime_banner
lime_wool                                       | Lime Wool                                 | Identical
lodestone                                       | Lodestone                                 | Identical
log                                             | Log                                       | Identical
loom                                            | Loom                                      | Identical
magenta_banner                                  | Magenta Banner                            | Identical
magenta_bed                                     | Magenta Bed                               | Identical
magenta_candle                                  | Magenta Candle                            | Identical
magenta_candle_cake                             | Cake with Magenta Candle                  | Indirect: cake
magenta_carpet                                  | Magenta Carpet                            | Identical
magenta_concrete                                | Magenta Concrete                          | Identical
magenta_concrete_powder                         | Magenta Concrete Powder                   | Identical
magenta_glazed_terracotta                       | Magenta Glazed Terracotta                 | Identical
magenta_shulker_box                             | Magenta Shulker Box                       | Identical
magenta_stained_glass                           | Magenta Stained Glass                     | Identical
magenta_stained_glass_pane                      | Magenta Stained Glass Pane                | Identical
magenta_terracotta                              | Magenta Terracotta                        | Identical
magenta_wall_banner                             | Magenta Wall Banner                       | Alternate: magenta_banner
magenta_wool                                    | Magenta Wool                              | Identical
magma_block                                     | Magma Block                               | Identical
magma_cube_spawner                              | Magma Cube Spawner                        | Identical
mangrove_button                                 | Mangrove Button                           | Identical
mangrove_door                                   | Mangrove Door                             | Identical
mangrove_fence                                  | Mangrove Fence                            | Identical
mangrove_fence_gate                             | Mangrove Fence Gate                       | Identical
mangrove_hanging_sign                           | Mangrove Hanging Sign                     | Identical
mangrove_leaves                                 | Mangrove Leaves                           | Identical
mangrove_log                                    | Mangrove Log                              | Identical
mangrove_planks                                 | Mangrove Planks                           | Identical
mangrove_pressure_plate                         | Mangrove Pressure Plate                   | Identical
mangrove_propagule                              | Mangrove Propagule                        | Identical
mangrove_roots                                  | Mangrove Roots                            | Identical
mangrove_sign                                   | Mangrove Sign                             | Identical
mangrove_slab                                   | Mangrove Slab                             | Identical
mangrove_stairs                                 | Mangrove Stairs                           | Identical
mangrove_trapdoor                               | Mangrove Trapdoor                         | Identical
mangrove_wall_hanging_sign                      | Mangrove Wall Hanging Sign                | Alternate: mangrove_hanging_sign
mangrove_wall_sign                              | Mangrove Wall Sign                        | Alternate: mangrove_sign
mangrove_wood                                   | Mangrove Wood                             | Identical
map                                             | Map                                       | Identical
medium_amethyst_bud                             | Medium Amethyst Bud                       | Identical
melon                                           | Melon                                     | Identical
melon_stem                                      | Melon Stem                                | Different: melon_seeds
minecart_with_chest                             | Minecart With Chest                       | Identical
minecart_with_command_block                     | Minecart With Command Block               | Identical
minecart_with_furnace                           | Minecart With Furnace                     | Identical
minecart_with_hopper                            | Minecart With Hopper                      | Identical
minecart_with_tnt                               | Minecart With Tnt                         | Identical
mooshroom_spawner                               | Mooshroom Spawner                         | Identical
moss_block                                      | Moss Block                                | Identical
moss_carpet                                     | Moss Carpet                               | Identical
mossy_cobblestone                               | Mossy Cobblestone                         | Identical
mossy_cobblestone_slab                          | Mossy Cobblestone Slab                    | Identical
mossy_cobblestone_stairs                        | Mossy Cobblestone Stairs                  | Identical
mossy_cobblestone_wall                          | Mossy Cobblestone Wall                    | Identical
mossy_stone_brick_slab                          | Mossy Stone Brick Slab                    | Identical
mossy_stone_brick_stairs                        | Mossy Stone Brick Stairs                  | Identical
mossy_stone_brick_wall                          | Mossy Stone Brick Wall                    | Identical
mossy_stone_bricks                              | Mossy Stone Bricks                        | Identical
moving_piston                                   | Moving Piston                             | No item form
mud                                             | Mud                                       | Identical
mud_brick_slab                                  | Mud Brick Slab                            | Identical
mud_brick_stairs                                | Mud Brick Stairs                          | Identical
mud_brick_wall                                  | Mud Brick Wall                            | Identical
mud_bricks                                      | Mud Bricks                                | Identical
muddy_mangrove_roots                            | Muddy Mangrove Roots                      | Identical
mushroom_stem                                   | Mushroom Stem                             | Identical
mycelium                                        | Mycelium                                  | Identical
nautilus_shell                                  | Nautilus Shell                            | Identical
nether_brick                                    | Nether Brick                              | Identical
nether_brick_fence                              | Nether Brick Fence                        | Identical
nether_brick_slab                               | Nether Brick Slab                         | Identical
nether_brick_stairs                             | Nether Brick Stairs                       | Identical
nether_brick_wall                               | Nether Brick Wall                         | Identical
nether_bricks                                   | Nether Bricks                             | Identical
nether_gold_ore                                 | Nether Gold Ore                           | Identical
nether_portal                                   | Nether Portal                             | No item form
nether_quartz                                   | Nether Quartz                             | Identical
nether_quartz_ore                               | Nether Quartz Ore                         | Identical
nether_sprouts                                  | Nether Sprouts                            | Identical
nether_wart                                     | Nether Wart                               | Identical
nether_wart_block                               | Nether Wart Block                         | Identical
netherite_block                                 | Block of Netherite                        | Identical
netherrack                                      | Netherrack                                | Identical
note_block                                      | Note Block                                | Identical
oak_button                                      | Oak Button                                | Identical
oak_door                                        | Oak Door                                  | Identical
oak_fence                                       | Oak Fence                                 | Identical
oak_fence_gate                                  | Oak Fence Gate                            | Identical
oak_hanging_sign                                | Oak Hanging Sign                          | Identical
oak_leaves                                      | Oak Leaves                                | Identical
oak_log                                         | Oak Log                                   | Identical
oak_planks                                      | Oak Planks                                | Identical
oak_pressure_plate                              | Oak Pressure Plate                        | Identical
oak_sapling                                     | Oak Sapling                               | Identical
oak_sign                                        | Oak Sign                                  | Identical
oak_slab                                        | Oak Slab                                  | Identical
oak_stairs                                      | Oak Stairs                                | Identical
oak_trapdoor                                    | Oak Trapdoor                              | Identical
oak_wall_hanging_sign                           | Oak Wall Hanging Sign                     | Alternate: oak_hanging_sign
oak_wall_sign                                   | Oak Wall Sign                             | Alternate: oak_sign
oak_wood                                        | Oak Wood                                  | Identical
observer                                        | Observer                                  | Identical
obsidian                                        | Obsidian                                  | Identical
ocelot_spawner                                  | Ocelot Spawner                            | Identical
ochre_froglight                                 | Ochre Froglight                           | Identical
orange_banner                                   | Orange Banner                             | Identical
orange_bed                                      | Orange Bed                                | Identical
orange_candle                                   | Orange Candle                             | Identical
orange_candle_cake                              | Cake with Orange Candle                   | Indirect: cake
orange_carpet                                   | Orange Carpet                             | Identical
orange_concrete                                 | Orange Concrete                           | Identical
orange_concrete_powder                          | Orange Concrete Powder                    | Identical
orange_glazed_terracotta                        | Orange Glazed Terracotta                  | Identical
orange_shulker_box                              | Orange Shulker Box                        | Identical
orange_stained_glass                            | Orange Stained Glass                      | Identical
orange_stained_glass_pane                       | Orange Stained Glass Pane                 | Identical
orange_terracotta                               | Orange Terracotta                         | Identical
orange_tulip                                    | Orange Tulip                              | Identical
orange_wall_banner                              | Orange Wall Banner                        | Alternate: orange_banner
orange_wool                                     | Orange Wool                               | Identical
oxeye_daisy                                     | Oxeye Daisy                               | Identical
oxidized_copper                                 | Oxidized Copper                           | Identical
oxidized_cut_copper                             | Oxidized Cut Copper                       | Identical
oxidized_cut_copper_slab                        | Oxidized Cut Copper Slab                  | Identical
oxidized_cut_copper_stairs                      | Oxidized Cut Copper Stairs                | Identical
packed_ice                                      | Packed Ice                                | Identical
packed_mud                                      | Packed Mud                                | Identical
pearlescent_froglight                           | Pearlescent Froglight                     | Identical
peony                                           | Peony                                     | Identical
petrified_oak_slab                              | Petrified Oak Slab                        | Identical
pig_spawner                                     | Pig Spawner                               | Identical
pig_zombie_spawner                              | Pig Zombie Spawner                        | Identical
piglin_head                                     | Piglin Head                               | Identical
piglin_wall_head                                | Piglin Wall Head                          | Alternate: piglin_head
pink_banner                                     | Pink Banner                               | Identical
pink_bed                                        | Pink Bed                                  | Identical
pink_candle                                     | Pink Candle                               | Identical
pink_candle_cake                                | Cake with Pink Candle                     | Indirect: cake
pink_carpet                                     | Pink Carpet                               | Identical
pink_concrete                                   | Pink Concrete                             | Identical
pink_concrete_powder                            | Pink Concrete Powder                      | Identical
pink_glazed_terracotta                          | Pink Glazed Terracotta                    | Identical
pink_petals                                     | Pink Petals                               | Identical
pink_shulker_box                                | Pink Shulker Box                          | Identical
pink_stained_glass                              | Pink Stained Glass                        | Identical
pink_stained_glass_pane                         | Pink Stained Glass Pane                   | Identical
pink_terracotta                                 | Pink Terracotta                           | Identical
pink_tulip                                      | Pink Tulip                                | Identical
pink_wall_banner                                | Pink Wall Banner                          | Alternate: pink_banner
pink_wool                                       | Pink Wool                                 | Identical
piston                                          | Piston                                    | Identical
piston_head                                     | Piston Head                               | No item form
pitcher_crop                                    | Pitcher Crop                              | Indirect: pitcher_pod
pitcher_plant                                   | Pitcher Plant                             | Identical
planks                                          | Planks                                    | Identical
player_head                                     | Player Head                               | Identical
player_wall_head                                | Player Wall Head                          | Alternate: player_head
podzol                                          | Podzol                                    | Identical
pointed_dripstone                               | Pointed Dripstone                         | Identical
polished_andesite                               | Polished Andesite                         | Identical
polished_andesite_slab                          | Polished Andesite Slab                    | Identical
polished_andesite_stairs                        | Polished Andesite Stairs                  | Identical
polished_basalt                                 | Polished Basalt                           | Identical
polished_blackstone                             | Polished Blackstone                       | Identical
polished_blackstone_brick_slab                  | Polished Blackstone Brick Slab            | Identical
polished_blackstone_brick_stairs                | Polished Blackstone Brick Stairs          | Identical
polished_blackstone_brick_wall                  | Polished Blackstone Brick Wall            | Identical
polished_blackstone_bricks                      | Polished Blackstone Bricks                | Identical
polished_blackstone_button                      | Polished Blackstone Button                | Identical
polished_blackstone_pressure_plate              | Polished Blackstone Pressure Plate        | Identical
polished_blackstone_slab                        | Polished Blackstone Slab                  | Identical
polished_blackstone_stairs                      | Polished Blackstone Stairs                | Identical
polished_blackstone_wall                        | Polished Blackstone Wall                  | Identical
polished_deepslate                              | Polished Deepslate                        | Identical
polished_deepslate_slab                         | Polished Deepslate Slab                   | Identical
polished_deepslate_stairs                       | Polished Deepslate Stairs                 | Identical
polished_deepslate_wall                         | Polished Deepslate Wall                   | Identical
polished_diorite                                | Polished Diorite                          | Identical
polished_diorite_slab                           | Polished Diorite Slab                     | Identical
polished_diorite_stairs                         | Polished Diorite Stairs                   | Identical
polished_granite                                | Polished Granite                          | Identical
polished_granite_slab                           | Polished Granite Slab                     | Identical
polished_granite_stairs                         | Polished Granite Stairs                   | Identical
polished_tuff                                   | Polished Tuff                             | Identical
polished_tuff_slab                              | Polished Tuff Slab                        | Identical
polished_tuff_stairs                            | Polished Tuff Stairs                      | Identical
polished_tuff_wall                              | Polished Tuff Wall                        | Identical
popped_chorus_fruit                             | Popped Chorus Fruit                       | Identical
poppy                                           | Poppy                                     | Identical
potatoes                                        | Potatoes                                  | Different: potato
potted_acacia_sapling                           | Potted Acacia Sapling                     | Indirect: acacia_sapling
potted_allium                                   | Potted Allium                             | Indirect: allium
potted_azalea_bush                              | Potted Azalea                             | Indirect: azalea_bush
potted_azure_bluet                              | Potted Azure Bluet                        | Indirect: azure_bluet
potted_bamboo                                   | Potted Bamboo                             | Indirect: bamboo
potted_birch_sapling                            | Potted Birch Sapling                      | Indirect: birch_sapling
potted_blue_orchid                              | Potted Blue Orchid                        | Indirect: blue_orchid
potted_brown_mushroom                           | Potted Brown Mushroom                     | Indirect: brown_mushroom
potted_cactus                                   | Potted Cactus                             | Indirect: cactus
potted_cherry_sapling                           | Potted Cherry Sapling                     | Indirect: cherry_sapling
potted_cornflower                               | Potted Cornflower                         | Indirect: cornflower
potted_crimson_fungus                           | Potted Crimson Fungus                     | Indirect: crimson_fungus
potted_crimson_roots                            | Potted Crimson Roots                      | Indirect: crimson_roots
potted_dandelion                                | Potted Dandelion                          | Indirect: dandelion
potted_dark_oak_sapling                         | Potted Dark Oak Sapling                   | Indirect: dark_oak_sapling
potted_dead_bush                                | Potted Dead Bush                          | Indirect: dead_bush
potted_fern                                     | Potted Fern                               | Indirect: fern
potted_flowering_azalea_bush                    | Potted Flowering Azalea                   | Indirect: flowering_azalea
potted_jungle_sapling                           | Potted Jungle Sapling                     | Indirect: jungle_sapling
potted_lily_of_the_valley                       | Potted Lily of the Valley                 | Indirect: lily_of_the_valley
potted_mangrove_propagule                       | Potted Mangrove Propagule                 | Indirect: mangrove_propagule
potted_oak_sapling                              | Potted Oak Sapling                        | Indirect: oak_sapling
potted_orange_tulip                             | Potted Orange Tulip                       | Indirect: orange_tulip
potted_oxeye_daisy                              | Potted Oxeye Daisy                        | Indirect: oxeye_daisy
potted_pink_tulip                               | Potted Pink Tulip                         | Indirect: pink_tulip
potted_poppy                                    | Potted Poppy                              | Indirect: poppy
potted_red_mushroom                             | Potted Red Mushroom                       | Indirect: red_mushroom
potted_red_tulip                                | Potted Red Tulip                          | Indirect: red_tulip
potted_spruce_sapling                           | Potted Spruce Sapling                     | Indirect: spruce_sapling
potted_torchflower                              | Potted Torchflower                        | Indirect: torchflower
potted_warped_fungus                            | Potted Warped Fungus                      | Indirect: warped_fungus
potted_warped_roots                             | Potted Warped Roots                       | Indirect: warped_roots
potted_white_tulip                              | Potted White Tulip                        | Indirect: white_tulip
potted_wither_rose                              | Potted Wither Rose                        | Indirect: wither_rose
powder_snow                                     | Powder Snow                               | Different: powder_snow_bucket
powder_snow_cauldron                            | Powder Snow Cauldron                      | Alternate: cauldron
powered_rail                                    | Powered Rail                              | Identical
prismarine                                      | Prismarine                                | Identical
prismarine_brick_slab                           | Prismarine Brick Slab                     | Identical
prismarine_brick_stairs                         | Prismarine Brick Stairs                   | Identical
prismarine_bricks                               | Prismarine Bricks                         | Identical
prismarine_crystals                             | Prismarine Crystals                       | Identical
prismarine_shard                                | Prismarine Shard                          | Identical
prismarine_slab                                 | Prismarine Slab                           | Identical
prismarine_stairs                               | Prismarine Stairs                         | Identical
prismarine_wall                                 | Prismarine Wall                           | Identical
pumpkin                                         | Pumpkin                                   | Identical
pumpkin_stem                                    | Pumpkin Stem                              | Different: pumpkin_seeds
purple_banner                                   | Purple Banner                             | Identical
purple_bed                                      | Purple Bed                                | Identical
purple_candle                                   | Purple Candle                             | Identical
purple_candle_cake                              | Cake with Purple Candle                   | Indirect: cake
purple_carpet                                   | Purple Carpet                             | Identical
purple_concrete                                 | Purple Concrete                           | Identical
purple_concrete_powder                          | Purple Concrete Powder                    | Identical
purple_glazed_terracotta                        | Purple Glazed Terracotta                  | Identical
purple_shulker_box                              | Purple Shulker Box                        | Identical
purple_stained_glass                            | Purple Stained Glass                      | Identical
purple_stained_glass_pane                       | Purple Stained Glass Pane                 | Identical
purple_terracotta                               | Purple Terracotta                         | Identical
purple_wall_banner                              | Purple Wall Banner                        | Alternate: purple_banner
purple_wool                                     | Purple Wool                               | Identical
purpur_block                                    | Purpur Block                              | Identical
purpur_pillar                                   | Purpur Pillar                             | Identical
purpur_slab                                     | Purpur Slab                               | Identical
purpur_stairs                                   | Purpur Stairs                             | Identical
quartz_block                                    | Block of Quartz                           | Identical
quartz_bricks                                   | Quartz Bricks                             | Identical
quartz_pillar                                   | Quartz Pillar                             | Identical
quartz_slab                                     | Quartz Slab                               | Identical
quartz_stairs                                   | Quartz Stairs                             | Identical
rabbits_foot                                    | Rabbits Foot                              | Identical
rail                                            | Rail                                      | Identical
raw_copper_block                                | Block of Raw Copper                       | Identical
raw_gold_block                                  | Block of Raw Gold                         | Identical
raw_iron_block                                  | Block of Raw Iron                         | Identical
red_banner                                      | Red Banner                                | Identical
red_bed                                         | Red Bed                                   | Identical
red_candle                                      | Red Candle                                | Identical
red_candle_cake                                 | Cake with Red Candle                      | Indirect: cake
red_carpet                                      | Red Carpet                                | Identical
red_concrete                                    | Red Concrete                              | Identical
red_concrete_powder                             | Red Concrete Powder                       | Identical
red_glazed_terracotta                           | Red Glazed Terracotta                     | Identical
red_mushroom                                    | Red Mushroom                              | Identical
red_mushroom_block                              | Red Mushroom Block                        | Identical
red_nether_brick_slab                           | Red Nether Brick Slab                     | Identical
red_nether_brick_stairs                         | Red Nether Brick Stairs                   | Identical
red_nether_brick_wall                           | Red Nether Brick Wall                     | Identical
red_nether_bricks                               | Red Nether Bricks                         | Identical
red_sand                                        | Red Sand                                  | Identical
red_sandstone                                   | Red Sandstone                             | Identical
red_sandstone_slab                              | Red Sandstone Slab                        | Identical
red_sandstone_stairs                            | Red Sandstone Stairs                      | Identical
red_sandstone_wall                              | Red Sandstone Wall                        | Identical
red_shulker_box                                 | Red Shulker Box                           | Identical
red_stained_glass                               | Red Stained Glass                         | Identical
red_stained_glass_pane                          | Red Stained Glass Pane                    | Identical
red_terracotta                                  | Red Terracotta                            | Identical
red_tulip                                       | Red Tulip                                 | Identical
red_wall_banner                                 | Red Wall Banner                           | Alternate: red_banner
red_wool                                        | Red Wool                                  | Identical
redstone_block                                  | Block of Redstone                         | Identical
redstone_comparator                             | Redstone Comparator                       | Identical
redstone_dust                                   | Redstone Dust                             | Identical
redstone_lamp                                   | Redstone Lamp                             | Identical
redstone_ore                                    | Redstone Ore                              | Identical
redstone_repeater                               | Redstone Repeater                         | Identical
redstone_torch                                  | Redstone Torch                            | Identical
redstone_wall_torch                             | Redstone Wall Torch                       | Alternate: redstone_torch
redstone_wire                                   | Redstone Wire                             | Different: redstone
reinforced_deepslate                            | Reinforced Deepslate                      | Identical
repeater                                        | Redstone Repeater                         | Identical
repeating_command_block                         | Repeating Command Block                   | Identical
respawn_anchor                                  | Respawn Anchor                            | Identical
rooted_dirt                                     | Rooted Dirt                               | Identical
rose_bush                                       | Rose Bush                                 | Identical
rose_red                                        | Rose Red                                  | Identical
sand                                            | Sand                                      | Identical
sandstone                                       | Sandstone                                 | Identical
sandstone_slab                                  | Sandstone Slab                            | Identical
sandstone_stairs                                | Sandstone Stairs                          | Identical
sandstone_wall                                  | Sandstone Wall                            | Identical
sapling                                         | Sapling                                   | Identical
scaffolding                                     | Scaffolding                               | Identical
sculk                                           | Sculk                                     | Identical
sculk_catalyst                                  | Sculk Catalyst                            | Identical
sculk_sensor                                    | Sculk Sensor                              | Identical
sculk_shrieker                                  | Sculk Shrieker                            | Identical
sculk_vein                                      | Sculk Vein                                | Identical
scute                                           | Scute                                     | Identical
sea_lantern                                     | Sea Lantern                               | Identical
sea_pickle                                      | Sea Pickle                                | Identical
seagrass                                        | Seagrass                                  | Identical
sheep_spawner                                   | Sheep Spawner                             | Identical
shroomlight                                     | Shroomlight                               | Identical
shulker_box                                     | Shulker Box                               | Identical
shulker_shell                                   | Shulker Shell                             | Identical
sign                                            | Sign                                      | Identical
silverfish_spawner                              | Silverfish Spawner                        | Identical
skeleton_skull                                  | Skeleton Skull                            | Identical
skeleton_spawner                                | Skeleton Spawner                          | Identical
skeleton_wall_skull                             | Skeleton Wall Skull                       | Alternate: skeleton_skull
slime_block                                     | Slime Block                               | Identical
slime_spawner                                   | Slime Spawner                             | Identical
slimeball                                       | Slimeball                                 | Identical
small_amethyst_bud                              | Small Amethyst Bud                        | Identical
small_dripleaf                                  | Small Dripleaf                            | Identical
smithing_table                                  | Smithing Table                            | Identical
smoker                                          | Smoker                                    | Identical
smooth_basalt                                   | Smooth Basalt                             | Identical
smooth_quartz                                   | Smooth Quartz Block                       | Identical
smooth_quartz_slab                              | Smooth Quartz Slab                        | Identical
smooth_quartz_stairs                            | Smooth Quartz Stairs                      | Identical
smooth_red_sandstone                            | Smooth Red Sandstone                      | Identical
smooth_red_sandstone_slab                       | Smooth Red Sandstone Slab                 | Identical
smooth_red_sandstone_stairs                     | Smooth Red Sandstone Stairs               | Identical
smooth_sandstone                                | Smooth Sandstone                          | Identical
smooth_sandstone_slab                           | Smooth Sandstone Slab                     | Identical
smooth_sandstone_stairs                         | Smooth Sandstone Stairs                   | Identical
smooth_stone                                    | Smooth Stone                              | Identical
smooth_stone_slab                               | Smooth Stone Slab                         | Identical
sniffer_egg                                     | Sniffer Egg                               | Identical
snow                                            | Snow                                      | Identical
snow_block                                      | Snow Block                                | Identical
snowman_spawner                                 | Snowman Spawner                           | Identical
soul_campfire                                   | Soul Campfire                             | Identical
soul_fire                                       | Soul Fire                                 | No item form
soul_lantern                                    | Soul Lantern                              | Identical
soul_sand                                       | Soul Sand                                 | Identical
soul_soil                                       | Soul Soil                                 | Identical
soul_torch                                      | Soul Torch                                | Identical
soul_wall_torch                                 | Soul Wall Torch                           | Alternate: soul_torch
spawner                                         | Monster Spawner                           | Identical
spider_spawner                                  | Spider Spawner                            | Identical
sponge                                          | Sponge                                    | Identical
spore_blossom                                   | Spore Blossom                             | Identical
spruce_button                                   | Spruce Button                             | Identical
spruce_door                                     | Spruce Door                               | Identical
spruce_fence                                    | Spruce Fence                              | Identical
spruce_fence_gate                               | Spruce Fence Gate                         | Identical
spruce_hanging_sign                             | Spruce Hanging Sign                       | Identical
spruce_leaves                                   | Spruce Leaves                             | Identical
spruce_log                                      | Spruce Log                                | Identical
spruce_planks                                   | Spruce Planks                             | Identical
spruce_pressure_plate                           | Spruce Pressure Plate                     | Identical
spruce_sapling                                  | Spruce Sapling                            | Identical
spruce_sign                                     | Spruce Sign                               | Identical
spruce_slab                                     | Spruce Slab                               | Identical
spruce_stairs                                   | Spruce Stairs                             | Identical
spruce_trapdoor                                 | Spruce Trapdoor                           | Identical
spruce_wall_hanging_sign                        | Spruce Wall Hanging Sign                  | Alternate: spruce_hanging_sign
spruce_wall_sign                                | Spruce Wall Sign                          | Alternate: spruce_sign
spruce_wood                                     | Spruce Wood                               | Identical
squid_spawner                                   | Squid Spawner                             | Identical
steak                                           | Steak                                     | Identical
sticky_piston                                   | Sticky Piston                             | Identical
stone                                           | Stone                                     | Identical
stone_brick_slab                                | Stone Brick Slab                          | Identical
stone_brick_stairs                              | Stone Brick Stairs                        | Identical
stone_brick_wall                                | Stone Brick Wall                          | Identical
stone_bricks                                    | Stone Bricks                              | Identical
stone_button                                    | Stone Button                              | Identical
stone_pressure_plate                            | Stone Pressure Plate                      | Identical
stone_slab                                      | Stone Slab                                | Identical
stone_stairs                                    | Stone Stairs                              | Identical
stonecutter                                     | Stonecutter                               | Identical
stripped_acacia_bark                            | Stripped Acacia Bark                      | Identical
stripped_acacia_log                             | Stripped Acacia Log                       | Identical
stripped_acacia_wood                            | Stripped Acacia Wood                      | Identical
stripped_bamboo_block                           | Block of Stripped Bamboo                  | Identical
stripped_birch_bark                             | Stripped Birch Bark                       | Identical
stripped_birch_log                              | Stripped Birch Log                        | Identical
stripped_birch_wood                             | Stripped Birch Wood                       | Identical
stripped_cherry_log                             | Stripped Cherry Log                       | Identical
stripped_cherry_wood                            | Stripped Cherry Wood                      | Identical
stripped_crimson_hyphae                         | Stripped Crimson Hyphae                   | Identical
stripped_crimson_stem                           | Stripped Crimson Stem                     | Identical
stripped_dark_oak_bark                          | Stripped Dark Oak Bark                    | Identical
stripped_dark_oak_log                           | Stripped Dark Oak Log                     | Identical
stripped_dark_oak_wood                          | Stripped Dark Oak Wood                    | Identical
stripped_jungle_bark                            | Stripped Jungle Bark                      | Identical
stripped_jungle_log                             | Stripped Jungle Log                       | Identical
stripped_jungle_wood                            | Stripped Jungle Wood                      | Identical
stripped_mangrove_log                           | Stripped Mangrove Log                     | Identical
stripped_mangrove_wood                          | Stripped Mangrove Wood                    | Identical
stripped_oak_bark                               | Stripped Oak Bark                         | Identical
